,n_embedding,r_model,n_control,rmse_train_mean,rmse_train_std,mae_train_mean,mae_train_std,rmse_test,mae_test
22,30,8,3,3.3227432592449913,1.8118278755563657,3.564299049976039,1.8158006889442355,0.14963235671909061,0.44275817543131324
23,30,8,4,3.3278171537472003,1.8158631513636716,3.5334575721145214,1.8192994015039627,0.1716367954642466,0.4326642847077992
24,30,8,5,3.0418304211789127,1.6595604844174754,3.312349677516918,1.6593540583427708,0.10648306453055241,0.43566512452217143
25,30,8,6,3.0436003980335893,1.6595892796741931,3.2969862017681497,1.6592967478672422,0.1116840628080096,0.4314578426105634
26,30,8,7,2.930807705832182,1.5984631086526964,3.211972910779287,1.5968099172010526,0.0940486134365616,0.43548319526852103
27,30,9,1,4.191882302971426,2.1553802821582733,4.319376549591686,2.1468248362208384,0.002196615535153851,0.4640614397082606
28,30,9,2,3.885836791964561,2.008875220402732,4.037565127817179,2.001099643312505,0.05967343033199487,0.4844450514199857
29,30,9,3,3.9016114265955473,2.004651633223183,4.013451310220355,1.9895325895281795,0.002345692283430289,0.45138633581763304
30,30,9,4,3.7341481790058992,1.9220992665938568,3.8572947598202227,1.9085895669333157,0.02429011830493683,0.4564539316002486
31,30,9,5,3.739336724488456,1.9197853999480576,3.847048614686403,1.9028266747927094,0.01173385858884718,0.4414152123245179
32,30,9,6,3.6777767564788255,1.888479207689362,3.788967103111737,1.8731589805411502,0.018369252736982804,0.44395098536029093
33,30,9,7,3.685629870163617,1.8899067945550205,3.783351579386035,1.8696096913667626,0.05929513483473948,0.421194517574277
34,30,9,8,3.6435662831738447,1.8685710777875648,3.7433877927774373,1.8492950763356129,0.05077199849536036,0.4213682646507554
35,30,10,1,3.8844665384457917,2.0677165295174134,4.068232877128215,2.0855564668396562,0.13616586325295582,0.4713841501984606
36,30,10,2,3.892993208775786,2.07502642972619,4.031210366216446,2.088443423585386,0.1725293552394184,0.4504961938912318
37,30,10,3,3.5311385895845993,1.88006032206292,3.730876305793063,1.8954103878122022,0.0957935800055981,0.4573107198419688
38,30,10,4,3.5339199904813356,1.880423330810957,3.7128206002135884,1.8946245305034592,0.10366213900522547,0.44834267419209445
39,30,10,5,3.400964372016189,1.8090226992792235,3.6045056211008744,1.8235122252098905,0.08436579615911827,0.4548167977652939
40,30,10,6,3.405528317343441,1.8115530903578712,3.5864441703370367,1.8253625721617224,0.12903979010832087,0.4435556295281327
41,30,10,7,3.319847392175491,1.7659583556635685,3.5164742798752155,1.7791160263333419,0.10607397487465373,0.44340117267153
42,30,10,8,3.320300824235051,1.7655926753315068,3.5129709110072844,1.7790216072794367,0.1084972542881581,0.4431266179852392
43,30,10,9,3.183487020082947,1.695893681053394,3.4039001360231596,1.7073187270555417,0.06743519016847255,0.44914796851809907
44,30,11,1,4.282948819912658,2.1978802243311786,4.400044791315954,2.194310277488384,0.005727675087828715,0.46929103810735673
45,30,11,2,4.0566863559313635,2.0866035486226173,4.189075265686964,2.084969985664087,0.03186660945087334,0.48142505025417426
46,30,11,3,4.063442928597959,2.0833739826532196,4.174254944439413,2.0779015585112766,0.015007865945807929,0.46610696148750796
47,30,11,4,3.9836315341390214,2.04286185635842,4.099017224926157,2.0391892715229414,0.024001766062121378,0.46932125419843007
48,30,11,5,3.993302057510865,2.0449412982912323,4.091087660680182,2.036798715369983,0.07165162080445646,0.4409642575736362
49,30,11,6,3.940157990317548,2.0179325535280217,4.040663890311344,2.0107096547405154,0.06042581438233239,0.4390153815379404
50,30,11,7,3.9411879586010192,2.016962709507157,4.0384619890908,2.0088668285595515,0.06601852799021403,0.43827021605182953
51,30,11,8,3.848216416759429,1.970780626655476,3.9509304667087735,1.9638048123233032,0.04393832770578577,0.4437922266381559
52,30,11,9,3.8512557030402097,1.9711057375124381,3.949090887697993,1.9631214172310545,0.0486667126032248,0.44076714507439013
53,30,11,10,3.8274195659566628,1.9582681223079312,3.926564914368811,1.9507269728279615,0.039588693024086366,0.4405320849367891
54,30,12,1,4.053975035288173,2.1309844548825763,4.21334676521502,2.148626840101913,0.09556287820647581,0.46535922467121676
55,30,12,2,4.058029558053418,2.1320537354648215,4.193458689272753,2.147304447056064,0.10680704707041108,0.4539109638833856
56,30,12,3,3.878921669554301,2.035969139750997,4.039074995714733,2.053170550924744,0.08199531178630858,0.46226483777365623
57,30,12,4,3.8852195382926147,2.039819033690748,4.021321227200832,2.0548018083503674,0.1438838707656677,0.4458094586681041
58,30,12,5,3.7809937395823914,1.9844585388436065,3.931194500162731,1.9996632833363293,0.1171710615332272,0.44584722304337343
59,30,12,6,3.781618808418821,1.9840585656066907,3.927468506742126,1.9993707858878025,0.12051280749721831,0.4458209153989251
60,30,12,7,3.6193943570379923,1.9016172995001255,3.790789143986608,1.9167490382309127,0.07391646121615289,0.45545958848176166
61,30,12,8,3.6212624864203806,1.9019752139694044,3.7859899892875575,1.9168854326554796,0.07715654860696974,0.45308091968266523
62,30,12,9,3.5790102692227523,1.878383776058718,3.7500861323898738,1.8933195090634571,0.05783059571437067,0.4541552624902579
63,30,12,10,3.5817345197763877,1.8801103514880344,3.7449369612498415,1.8947804384743978,0.07903584321254285,0.45060530059350773
64,30,13,1,4.376565289420781,2.247014670781818,4.495343164879793,2.255723729267314,0.022953043406662838,0.47556176685921975
65,30,13,2,4.260166926901951,2.1879396951312837,4.387021980541934,2.197785513332587,0.0367526667066623,0.478905870112669
66,30,13,3,4.272962569760509,2.1911290210171437,4.374368365888473,2.1938378406906307,0.08978278914097457,0.44892860698508236
67,30,13,4,4.201121429159135,2.1544148267513026,4.306434654513964,2.158109878335769,0.07389353888245005,0.4498114473209136
68,30,13,5,4.202375832819849,2.153316024145815,4.303569925806183,2.1559705571364405,0.08067398451017496,0.44450248800521425
69,30,13,6,4.081532685138261,2.0932318820001794,4.19047793225702,2.097169732430691,0.05063543610104059,0.45166992932711236
70,30,13,7,4.084977098020224,2.093685320612192,4.188392335607522,2.0963660023117763,0.056128213350952076,0.4501916103287332
71,30,13,8,4.054365865664816,2.077083688715707,4.159486611604808,2.080592823940008,0.043952698594553474,0.44785419831727186
72,30,13,9,4.059220810939106,2.080240288077817,4.158344193952018,2.081724886106469,0.07930935134287968,0.4395262993854971
73,30,13,10,4.050331011080203,2.0755216911489036,4.149892153464512,2.0774385341841413,0.07197804228094018,0.44145860009809146
74,30,14,1,4.269021842453563,2.2176935322245024,4.405468971845576,2.2404841089579386,0.05578803936809369,0.4707190831037389
75,30,14,2,4.278550971385426,2.2233482919071683,4.38863102625427,2.2412885848898267,0.14974349116012464,0.4526463507928991
76,30,14,3,4.153904747077904,2.157527003547974,4.275007920813621,2.17564883001865,0.1192030482618997,0.45428060457541997
77,30,14,4,4.15480445321799,2.1570105449590624,4.271567805240291,2.174750317708116,0.12402648422576626,0.4503349715662227
78,30,14,5,3.970593016807893,2.0638618399405075,4.108814982628049,2.080928241156505,0.07340035849835029,0.4618803999694211
79,30,14,6,3.9731399343709533,2.0643904067436387,4.103602061081643,2.081848596639725,0.077697109870844,0.4582560588595232
80,30,14,7,3.9272511665997447,2.0389417396938696,4.0628625854616365,2.056928118499149,0.0575910619285065,0.4576550210096396
81,30,14,8,3.9308869231106667,2.041384907722317,4.0582825114896055,2.058837538484088,0.08529488193897466,0.45389770974454974
82,30,14,9,3.917241968193783,2.033963277419277,4.046350368791339,2.0516906887760644,0.07296040464988017,0.4562334964735161
83,30,14,10,3.917127420350344,2.033997943070208,4.045391193591586,2.0515003472994193,0.07341369580327946,0.4549478990654682
84,30,15,1,4.442765863858019,2.2832128637859817,4.548004671004856,2.2917874747960703,0.10841018282934292,0.44671773935441117
85,30,15,2,4.347507999309134,2.2341924571509892,4.458214162145559,2.244396178135986,0.08673315836310053,0.44803693007092177
86,30,15,3,4.348947941252844,2.233032515954468,4.453898263438384,2.2428708848734136,0.09450128325749102,0.44644787417154785
87,30,15,4,4.198496145096307,2.158013781143862,4.313543519090971,2.1694367397351826,0.05604116188908459,0.4534496526432381
88,30,15,5,4.202163612233324,2.1585567572971263,4.310629528427001,2.1693712130522376,0.06197961505917605,0.44810598652747335
89,30,15,6,4.165056648414597,2.1383297674069652,4.275840381749811,2.149935173429463,0.04682326815733084,0.44714858971249294
90,30,15,7,4.170118727112352,2.1416799548485206,4.27367828461605,2.151810963207837,0.0841361537263758,0.44345176002902303
91,30,15,8,4.159350937877406,2.135930096754511,4.263677890891498,2.1463532950246114,0.07503006407054975,0.4459483968188953
92,30,15,9,4.159162772034851,2.1360646279862303,4.262747037702444,2.146318064202118,0.07563885964457119,0.4446041355402123
93,30,15,10,4.078558659200216,2.0967797525069662,4.188123760831613,2.1076402530543747,0.0691435258713898,0.4472046751891461
94,30,16,1,4.4089946283987915,2.291911010921813,4.526465636980582,2.3169188201096826,0.14607334308101924,0.45007585028164593
95,30,16,2,4.4099730095049665,2.2915137333986753,4.522836158994596,2.3162115426002843,0.1513218066262706,0.4480111451912153
96,30,16,3,4.164732279490982,2.166797589769687,4.305904616702482,2.190357258969646,0.08349740249789263,0.46659596609788573
97,30,16,4,4.167477139853,2.1674323523027526,4.30106842937534,2.1905866078439287,0.08814061661964859,0.46460832681817094
98,30,16,5,4.111305603893298,2.136182482619473,4.251131434520324,2.160124793472444,0.06339830643189906,0.4624298938930497
99,30,16,6,4.115202200833124,2.1388409325548103,4.246082799765893,2.1620825219873323,0.09315119218799915,0.4588563314160031
100,30,16,7,4.099018587644079,2.130017430004663,4.231884541767986,2.15374687764954,0.07845355130068445,0.4614928089191448
101,30,16,8,4.098899031347497,2.1300532810249524,4.2308400241828314,2.1536181569728665,0.07893084035105345,0.4608009373616318
102,30,16,9,3.9959695948176623,2.079868621803734,4.141844546987018,2.103450536677145,0.06978159443428063,0.4646402633079738
103,30,16,10,3.9958439973218467,2.0795876340276265,4.141116985577922,2.1031699651146094,0.07158380375862072,0.46540129564491545
104,30,17,1,4.520467504116485,2.3324900380386357,4.627891739859694,2.3554975421724884,0.12565180303851342,0.4427942505151461
105,30,17,2,4.301879898208829,2.222673891853634,4.427368829309256,2.244791409821131,0.06744317835822136,0.46773985125773715
106,30,17,3,4.305863987211209,2.223367345147045,4.422995036601379,2.2456677840217836,0.07404261493214812,0.46529072616950584
107,30,17,4,4.256186366045425,2.196056805622479,4.377130991993013,2.218729662232327,0.05295091943286254,0.46401542725484524
108,30,17,5,4.261385212967652,2.199544949951277,4.374389045357751,2.220704828785576,0.09196274560476926,0.45668800767307177
109,30,17,6,4.2472315999286705,2.191910947842837,4.36120265203447,2.213709107725291,0.07954890484143128,0.46035044055262025
110,30,17,7,4.247057063715877,2.1920028867604606,4.360167325259884,2.213620828031964,0.08017388275896067,0.45866811873504143
111,30,17,8,4.150131571825659,2.144783272560064,4.2716219790067855,2.1667249373159354,0.07195563439819426,0.46057938338178755
112,30,17,9,4.149956995567128,2.1444418245634616,4.270925344365985,2.166350843184131,0.07436254137237557,0.4617958666341569
113,30,17,10,4.150647447131493,2.1421681229412886,4.266131766798319,2.1639682614728577,0.0780522904699712,0.45916150052720134
114,30,18,1,4.285128627751685,2.2234439132306916,4.419667300684584,2.247757605552903,0.08024314402861574,0.4677584386315319
115,30,18,2,4.28854808900161,2.2241891205345374,4.41437140065334,2.248164961514712,0.08598375237908454,0.46517946158366147
116,30,18,3,4.229597176462335,2.1915116856876096,4.361285881196477,2.2161812683021047,0.060352270715968506,0.4650819047362398
117,30,18,4,4.23419131716466,2.1946472995854367,4.356482832317927,2.2185121178996186,0.09521125210339555,0.45958221308683334
118,30,18,5,4.217712132603489,2.185694543664994,4.3417960289568525,2.209997744337643,0.08042972196920586,0.4602010687409442
119,30,18,6,4.217567234588186,2.185751935534486,4.340600522435369,2.21001435286877,0.0809835639299884,0.4585173335801343
120,30,18,7,4.111809153022455,2.134193579430874,4.24727361466067,2.1586966663061764,0.07173499847234556,0.46572542667553884
121,30,18,8,4.111661699256721,2.133879467542455,4.246524937568282,2.1583414992936234,0.07381910195878685,0.4670949166100598
122,30,18,9,4.112321528739701,2.1315266767432766,4.240327254395597,2.155929116124028,0.07741513312739831,0.4640536233011045
123,30,18,10,4.099162098557038,2.124827409925198,4.228681664734432,2.1492217067645933,0.08193501393206938,0.4637529407534718
124,30,19,1,4.479408565965433,2.3064351584328864,4.594663974162655,2.329822990208915,0.06211689028257,0.4548821443161781
125,30,19,2,4.430394411677045,2.2797137430465884,4.549143234047236,2.303613769089186,0.04166934135432123,0.4561140307009888
126,30,19,3,4.437469576426536,2.2843184210020566,4.545938419431018,2.3058421929454984,0.09433778587346843,0.44980520471936764
127,30,19,4,4.4238423664048145,2.277001576616094,4.53334504769592,2.298932497452856,0.08258421331234227,0.45259062220771357
128,30,19,5,4.423604263138868,2.2771498240758814,4.5319706521987015,2.298839893692549,0.08339305457055979,0.4502414669359073
129,30,19,6,4.324946814024427,2.229067422421357,4.440926816130121,2.251513919116371,0.07521250920907284,0.4551646867259555
130,30,19,7,4.3247252427106435,2.2286634366496503,4.44009520633099,2.251082788917625,0.07820990222708062,0.4552788665001346
131,30,19,8,4.325509373953148,2.226263031454945,4.4353467460316,2.2481051126454505,0.08233504787253287,0.4536166879466441
132,30,19,9,4.3135192984109105,2.220259416177273,4.4243555219378665,2.242182249598448,0.08631905687243448,0.4536642639948992
133,30,19,10,4.310191286416234,2.218701025522338,4.421212453971433,2.240500628875448,0.08685794189194403,0.4547785489121112
134,30,20,1,4.434977768750194,2.288828614030049,4.557172385374224,2.3173218927510453,0.052746278767456974,0.44752831654386205
135,30,20,2,4.441340395337664,2.2931483387535154,4.554231885804959,2.318709221079042,0.10055820191294107,0.44474274806538194
136,30,20,3,4.423056231683044,2.283263407361878,4.537449653238707,2.3093368100196185,0.0844759156407199,0.44998875786122094
137,30,20,4,4.422853864560699,2.283373824327974,4.536252502805441,2.3091795030439393,0.08520035281898841,0.4477854743544476
138,30,20,5,4.308858913402135,2.227772274254036,4.432417334482735,2.253825361829632,0.07548540647883528,0.45500708634527676
139,30,20,6,4.308667057454355,2.2273954861997307,4.431613670192187,2.2534159094996054,0.07813503685999046,0.4549384023402189
140,30,20,7,4.309425030999152,2.2249055977196392,4.426374452639984,2.250755407155584,0.08219496879131995,0.45207029093228157
141,30,20,8,4.295986735818268,2.2181183264514464,4.414191579380138,2.244004913866082,0.08673379533324072,0.45233391722409905
142,30,20,9,4.292526285772303,2.2165291767584003,4.4109289954574615,2.2422954276487426,0.08730437540098943,0.4533718729226899
143,30,20,10,4.2901047340979925,2.2146894743908563,4.407875255180541,2.240198744206377,0.07921792976580484,0.45399729184134874
144,30,21,1,4.498810136587346,2.3180800017211585,4.608617070051783,2.3426952555979503,0.09846503512648527,0.4465999490573508
145,30,21,2,4.482449287273714,2.309273027835025,4.593617042305048,2.334262581532683,0.08425182310008729,0.4501798731947218
146,30,21,3,4.482193239326382,2.309426413501337,4.591961044493695,2.3343705201426572,0.08513699618558025,0.44964804764010435
147,30,21,4,4.372553264587748,2.255974598403768,4.491226844398079,2.281434472909984,0.07594955474370171,0.45597344825252367
148,30,21,5,4.3723287383793465,2.255553827356363,4.490347224373592,2.2810081711369743,0.07900846814113427,0.4568375452781151
149,30,21,6,4.373137482828625,2.2530150444877775,4.485359737414401,2.2779036014654617,0.08329125006015395,0.45239944587544967
150,30,21,7,4.360259795901255,2.246546602974307,4.473632476667343,2.2715778259832713,0.08759556909320691,0.45172420389326606
151,30,21,8,4.35678391497727,2.2449296214106105,4.470337033820229,2.269827765337829,0.0881615166538718,0.45274649195140454
152,30,21,9,4.354201777125423,2.2430157240155597,4.467127087827133,2.2677683067973153,0.07964715823515292,0.4519844896048027
153,30,22,1,4.5088113052529994,2.328510469349423,4.622318133973351,2.358801041857665,0.08772819810946131,0.44936063045700797
154,30,22,2,4.508600201801074,2.3286300662695862,4.621189988114759,2.358576049676757,0.08848961694699761,0.44839221278670793
155,30,22,3,4.374461916709676,2.2631391734405994,4.5001922243956205,2.292162028810391,0.07698159239428742,0.46197085604300564
156,30,22,4,4.374268045144868,2.2627536455571167,4.499341443354316,2.291756591920826,0.07966825846886612,0.4617405620028716
157,30,22,5,4.375057834050193,2.2601338296291225,4.493766214074012,2.288919455370359,0.08391241370923762,0.45882487317495435
158,30,22,6,4.360469834365687,2.2527516768928613,4.480494090150798,2.2816545882784776,0.08885477157591652,0.4606497878658376
159,30,22,7,4.356815041016083,2.251078436246805,4.477065828652423,2.279776942913428,0.08945857055482624,0.4608069785801642
160,30,22,8,4.354324004493061,2.2491729932762676,4.473890847694557,2.277719007228671,0.08111142103086157,0.4601968044363267
161,30,23,1,4.5277080386439605,2.3370856243911566,4.638933464575614,2.3670998329233908,0.08835256093419665,0.44081772870007263
162,30,23,2,4.395126097512855,2.272368195365344,4.518875814284699,2.3013188948902226,0.07703336583815619,0.4535504821668786
163,30,23,3,4.394916973651451,2.2719578209015414,4.518037335741604,2.3008756319535277,0.07992014390261884,0.4554179750959028
164,30,23,4,4.395728744872512,2.2693008111116093,4.512681990171268,2.2978726035848465,0.08426856428090405,0.4524044748313198
165,30,23,5,4.3813368639550605,2.2620293507661406,4.49947851184895,2.2907585273353237,0.08912986020500763,0.45270441845223347
166,30,23,6,4.377674135478781,2.2603457048394207,4.4960030126826585,2.288937365176686,0.08973274107389723,0.45358389279891664
167,30,23,7,4.375121930681879,2.2584068744688732,4.492746220931572,2.2868609568749694,0.08121234142660735,0.45441244691391675
168,30,24,1,4.39455378904591,2.273134596084037,4.519702198729926,2.3022514959870746,0.0770848459368965,0.4560609767020365
169,30,24,2,4.39435154230268,2.272733958126428,4.518843968520078,2.301818184378713,0.07988415582524477,0.4563824145846653
170,30,24,3,4.39515872771818,2.2700684083769236,4.513505939760636,2.2986236441016685,0.0842180049609593,0.45280218924207977
171,30,24,4,4.3804422952165485,2.2626238831788177,4.500004689851116,2.291354687438653,0.08919989712131608,0.4547559995692701
172,30,24,5,4.376747483365973,2.2609300709243154,4.4964971272613665,2.2895413889999148,0.08980946350344507,0.45723863169727214
173,30,24,6,4.37421417287562,2.258995941084867,4.49317417226268,2.2875523834533897,0.08132982279898304,0.4568668612667786
174,30,25,1,4.498943099293606,2.3216514131589534,4.617464846947445,2.351530061375193,0.08232584312525233,0.4507271355820886
175,30,25,2,4.499915037467135,2.3185959726020418,4.6127030225720365,2.3463780181295992,0.08747908452172103,0.4495643417318523
176,30,25,3,4.486069855354819,2.311633775462349,4.6001191132366275,2.3393944842363035,0.09211035676007034,0.4499831984719363
177,30,25,4,4.482277369729766,2.3098679431764237,4.5965008403997185,2.3374721457503767,0.09272709640372803,0.45247795864292967
178,30,25,5,4.4793744296009255,2.3077113683549215,4.592878297272437,2.335088231743124,0.08314936071242501,0.4523788572824382
179,40,3,1,2.7928767466684463,1.9899562569473843,3.2458929218291255,1.7427264489109076,0.20689935594277636,0.5464663013768145
180,40,3,2,2.762236323601286,1.9640237511946124,3.2003772682761644,1.729563738920399,0.20938023787092366,0.5389128660301458
181,40,4,1,3.21297166149808,2.0553698756899066,3.4676025728483615,2.0577177244529494,0.6905293726517376,0.6962540209857343
182,40,4,2,3.2143456012589424,2.0568333102813128,3.4485510697504496,2.0627478495821485,0.6992646956512782,0.7049246086878079
183,40,4,3,2.9897028418585267,1.9154411569587904,3.2661230018005227,1.913215923707591,0.6224652462466289,0.6292815616008139
184,40,5,1,3.341115768069783,2.274376049779051,3.827082096893092,1.9951621839684708,0.15690846462299357,0.5862886852639891
185,40,5,2,3.328833042570025,2.261841008549333,3.811250505055271,1.9871369711689715,0.1593043133535007,0.586046019982914
186,40,5,3,3.3011938648334476,2.201541821014696,3.653912275283482,1.9859626245120876,0.0687573427087207,0.4725601312285922
187,40,5,4,3.065197994221528,2.0992485219949244,3.454813627507011,1.8495770615028155,0.09010662170824271,0.4828468759811296
188,40,6,1,4.1786063733209815,2.431796576616729,4.292960072312408,2.422498693195396,0.5779276826545136,0.5906291205226366
189,40,6,2,4.195076426488062,2.45028127594109,4.262215950597932,2.4366029730776133,0.6184005803394598,0.6266882771880485
190,40,6,3,3.0555163952941498,1.7601051895901068,3.290382022628596,1.7415226049297037,0.40303624399763516,0.4650113358727722
191,40,6,4,3.0729888147171502,1.7651243539275818,3.235876440823497,1.7546409741832902,0.45005541756958733,0.4901128074745725
192,40,6,5,2.6275452757934246,1.522803685392127,2.8824681498100113,1.496606554368063,0.36866332979930194,0.44059008019355167
193,40,7,1,3.718616375624934,2.1927951529904965,3.9670291568389873,2.0767418768876165,0.03308753108980097,0.45052402990102364
194,40,7,2,3.1721442946895473,1.963920687952911,3.492232731697158,1.8005138188303338,0.027774031597348547,0.47331940920947585
195,40,7,3,3.224923947496771,1.8590670183716436,3.4221195295699687,1.7704251044379942,0.08143233800961129,0.4047100383550529
196,40,7,4,3.0045828381297888,1.7590831030332632,3.222266784721343,1.6596743794616475,0.05790034828573277,0.41205119205478646
197,40,7,5,3.0230438882165176,1.732045358712677,3.208468437121344,1.648336507014646,0.11884451521914471,0.3980464313547804
198,40,7,6,2.916709048762726,1.6825645714485375,3.1111648242086583,1.5947883208321978,0.095260125339286,0.39745038408000705
199,40,8,1,3.4002173099465915,1.9767379605803335,3.6456847517075914,1.951413379681034,0.5019245444544674,0.536909582195665
200,40,8,2,3.417854102022191,1.9845198018163892,3.586464103138966,1.9685260754672609,0.5498445446551337,0.5697538341584008
201,40,8,3,2.875495652237745,1.6825555097908103,3.1536403516245888,1.6469662428703908,0.4459275847011085,0.49896884836934297
202,40,8,4,2.8805993982606473,1.6835379627990623,3.1343474363095174,1.6518177500613418,0.4681939511795376,0.5108202122894705
203,40,8,5,2.6184945364714913,1.5419586359309516,2.9371915966710085,1.4995950758071037,0.36390769099604353,0.4506613500965446
204,40,8,6,2.6235417448744904,1.5440423323491133,2.919360495110799,1.5047677606922072,0.3736164354392429,0.45526893182185396
205,40,8,7,2.4016298075141975,1.4219945062590569,2.756332008727275,1.3736427270035938,0.2893227203941811,0.41947200324542416
206,40,9,1,3.7502756328500397,2.1787922464622302,3.9856130500772835,2.0740264385997733,0.055835555470185046,0.46102539495459427
207,40,9,2,3.488415294215279,2.0650034790076215,3.7497626697881254,1.943632225396427,0.027597113752128047,0.4686668774846926
208,40,9,3,3.5161759005616537,2.019267158523901,3.722559468982137,1.928565879934721,0.11989555265118958,0.4357425501651691
209,40,9,4,3.3942522847498027,1.9640402825328158,3.611629230881721,1.8676172529223656,0.09259119667298718,0.4398859813522171
210,40,9,5,3.418406503893267,1.9363278048910084,3.598218787810822,1.8550750885116731,0.12664230111144562,0.42300047016857645
211,40,9,6,3.31516553161198,1.8870556714132671,3.502881033231465,1.803103943612432,0.10443463923279528,0.42309650395590265
212,40,9,7,3.3253808628337844,1.8736953459013919,3.49109032010352,1.7957371028928117,0.11637058752159783,0.4071102445419486
213,40,9,8,3.261619040880633,1.8439385739544067,3.431932564795314,1.7651125048590315,0.10581034425733923,0.40568427700074067
214,40,10,1,3.7469894757586775,2.1231242711930642,3.93912787860575,2.096542360006486,0.5489760285388905,0.5846623612586168
215,40,10,2,3.7559673480515166,2.1262582363023417,3.917352807915354,2.10341615470604,0.5867549701901809,0.6102882435213538
216,40,10,3,3.3425194673353196,1.9047709213630781,3.580747118210332,1.8701319127984959,0.4333758798214308,0.5104504223704553
217,40,10,4,3.3509917598041374,1.9092265349691573,3.559561871605067,1.8779319776921248,0.44892423441312007,0.5172790076123592
218,40,10,5,3.0384394134341766,1.7399176360582331,3.31483397788771,1.699934127189577,0.3380748566260942,0.470172195486565
219,40,10,6,3.042477143964492,1.7393590332618398,3.293476112328688,1.7019477001779155,0.3444208989304821,0.46727884478124077
220,40,10,7,2.8524699534621836,1.6385398039729926,3.1480748561900045,1.595144186096645,0.29242583817192225,0.4525174194705832
221,40,10,8,2.8535720539374574,1.636131571838588,3.133227974454671,1.5941397478256571,0.29866819936063993,0.45077354392822905
222,40,10,9,2.776487251781364,1.596847287476323,3.0754766426670765,1.5518240625661905,0.2989072813279334,0.45300305675440583
223,40,11,1,4.009803493257577,2.2311325603946273,4.219231606178315,2.159299247012155,0.1996855467668082,0.47834624895633715
224,40,11,2,3.7850454022163476,2.1336384076268367,4.017681529123346,2.0530286177492743,0.142099970372559,0.48287343597317006
225,40,11,3,3.8198399412719857,2.1002841820007445,3.9960990204650977,2.035489492990459,0.19431807291579087,0.4633944954691672
226,40,11,4,3.6440421383552106,2.0184949818593867,3.8361251785767077,1.9498570461326832,0.15113916809555022,0.4661052413697404
227,40,11,5,3.656815088164676,2.003497333016588,3.8174802962694323,1.940094629657437,0.16743122103378255,0.4432871171155229
228,40,11,6,3.5508367728493115,1.9547150001092548,3.720283964276285,1.889868408573437,0.14738629299824793,0.4419330200770117
229,40,11,7,3.552821577969127,1.9451377382245207,3.705051703363359,1.882811218689897,0.16454350665571846,0.4343939862767695
230,40,11,8,3.512530439635296,1.9267161171752103,3.668137990701614,1.8639434468734657,0.16463475712934597,0.4342805222817443
231,40,11,9,3.5146703412663673,1.9244641795543784,3.6639503750042475,1.8619027332636433,0.17370197284423916,0.4303876428603426
